Acedamic percentage in Operating Systems,percentage in Algorithms,Percentage in Programming Concepts,Percentage in Software Engineering,Percentage in Computer Networks,Percentage in Electronics Subjects,Percentage in Computer Architecture,Logical quotient rating,coding skills rating,can work long time before system?,self-learning capability?,Interested subjects,Type of company want to settle in?,Management or Technical,Suggested Job Role
90,94,62,77,63,68,87,4,9,yes,yes,Computer Architecture,Testing and Maintainance Services,Technical,Network Security Engineer
61,87,75,84,63,77,66,5,8,yes,yes,programming,Sales and Marketing,Technical,Solutions Architect
69,70,86,69,68,64,74,6,4,no,yes,Management,Finance,Management,Network Engineer
85,63,62,67,72,81,64,4,9,no,no,IOT,Web Services,Management,Software Quality Assurance (QA) / Testing
66,78,64,77,88,64,75,3,2,yes,no,networks,BPA,Management,Business Intelligence Analyst
80,88,88,65,87,88,72,6,1,yes,yes,programming,Web Services,Management,Applications Developer
79,84,79,89,80,92,70,1,6,yes,yes,parallel computing,Cloud Services,Technical,Network Engineer
86,94,91,92,86,80,68,8,3,yes,yes,networks,SAaS services,Management,Web Developer
69,69,61,63,81,74,88,4,2,no,yes,networks,Product based,Management,Database Manager
63,91,75,80,64,77,74,8,3,no,no,networks,BPA,Management,Mobile Applications Developer
81,90,86,77,90,89,84,2,8,yes,yes,data engineering,Service Based,Management,Web Developer
68,67,63,85,90,92,73,5,7,yes,yes,hacking,Testing and Maintainance Services,Management,Network Security Administrator
64,64,79,77,77,67,85,8,4,no,no,networks,product development,Technical,Database Manager
93,90,78,82,77,77,92,6,4,yes,yes,data engineering,Product based,Technical,UX Designer
76,68,61,85,82,71,93,8,3,no,yes,IOT,Product based,Management,Technical Services/Help Desk/Tech Support
70,62,69,61,90,84,63,8,3,yes,yes,data engineering,Finance,Management,Web Developer
79,72,62,84,63,74,94,2,9,yes,yes,programming,Testing and Maintainance Services,Technical,E-Commerce Analyst
67,78,81,75,64,90,92,9,6,yes,yes,data engineering,Testing and Maintainance Services,Technical,Applications Developer
76,91,66,68,80,86,85,8,6,no,yes,hacking,Finance,Management,E-Commerce Analyst
94,93,74,90,71,90,90,9,1,no,no,hacking,Web Services,Technical,UX Designer
70,62,84,76,62,62,70,8,4,no,no,Management,Testing and Maintainance Services,Technical,Information Technology Manager
74,76,89,88,75,73,72,2,4,no,no,cloud computing,BPA,Management,Solutions Architect
69,94,70,74,81,79,84,6,1,no,yes,programming,product development,Management,Network Engineer
79,82,94,88,83,63,84,8,8,no,yes,Software Engineering,product development,Management,Solutions Architect
76,81,70,77,78,91,92,9,3,no,yes,Software Engineering,BPA,Technical,Business Systems Analyst
88,75,87,77,69,75,87,3,7,yes,no,programming,SAaS services,Technical,UX Designer
72,94,89,87,64,84,82,6,7,yes,no,Management,Testing and Maintainance Services,Management,Database Administrator
68,64,77,79,78,61,90,8,9,no,no,Management,Cloud Services,Technical,Solutions Architect
79,64,93,83,78,91,65,8,8,no,yes,networks,Web Services,Management,Data Architect
79,91,63,92,70,62,77,4,8,yes,no,data engineering,product development,Management,Systems Security Administrator
62,94,73,61,73,94,63,2,1,yes,yes,networks,Finance,Technical,Portal Administrator
90,89,81,67,70,80,89,1,3,yes,no,Management,Finance,Management,CRM Technical Developer
91,74,65,71,89,83,61,2,9,no,no,Software Engineering,BPA,Management,UX Designer
80,93,72,84,62,77,81,4,4,yes,no,data engineering,Service Based,Technical,Mobile Applications Developer
62,84,74,81,79,68,75,6,4,yes,yes,Computer Architecture,Sales and Marketing,Management,Business Intelligence Analyst
62,92,90,94,91,92,87,1,5,yes,yes,Computer Architecture,Product based,Technical,Business Intelligence Analyst
88,61,88,91,66,64,70,1,6,no,yes,networks,SAaS services,Management,Software Developer
74,83,92,79,76,93,62,2,6,no,yes,programming,Finance,Management,Software Developer
85,61,73,63,64,91,72,4,3,yes,no,data engineering,Finance,Management,Business Systems Analyst
94,87,79,75,92,94,92,5,1,yes,yes,Software Engineering,Web Services,Technical,Technical Services/Help Desk/Tech Support
65,62,86,63,89,88,73,5,8,yes,no,Software Engineering,BPA,Technical,CRM Technical Developer
62,72,73,85,77,72,71,7,4,no,no,Management,Service Based,Management,Business Intelligence Analyst
77,79,65,88,87,84,63,5,1,no,no,cloud computing,Web Services,Technical,Technical Engineer
63,60,74,68,63,88,64,1,9,no,no,hacking,SAaS services,Management,Data Architect
92,85,83,91,84,71,68,1,6,yes,yes,hacking,Testing and Maintainance Services,Management,Software Developer
91,74,66,68,68,69,63,3,4,yes,no,parallel computing,Service Based,Management,CRM Technical Developer
70,77,72,76,65,64,62,7,4,yes,no,Computer Architecture,SAaS services,Technical,Information Technology Auditor
77,80,72,62,69,89,70,1,6,yes,no,Software Engineering,Finance,Management,Programmer Analyst
71,86,87,66,66,88,82,3,9,yes,yes,data engineering,Product based,Management,Information Technology Manager
72,91,74,89,62,74,80,9,2,yes,no,parallel computing,Testing and Maintainance Services,Technical,Software Systems Engineer
86,87,93,90,69,61,71,7,4,no,yes,parallel computing,Service Based,Technical,Technical Support
71,61,62,69,90,91,89,4,5,yes,yes,programming,Cloud Services,Management,Quality Assurance Associate
74,64,85,79,91,62,85,5,9,yes,yes,IOT,SAaS services,Management,CRM Business Analyst
71,82,81,66,85,76,72,5,7,yes,yes,IOT,Web Services,Management,Network Engineer
79,80,80,66,92,85,73,5,8,no,yes,IOT,Service Based,Technical,Software Quality Assurance (QA) / Testing
81,64,78,78,93,87,79,4,1,yes,no,programming,Product based,Management,CRM Technical Developer
86,72,62,87,89,89,65,9,8,no,no,Computer Architecture,Web Services,Management,Software Engineer
68,92,85,63,94,61,73,3,2,yes,no,networks,Sales and Marketing,Technical,Information Technology Auditor
92,65,66,77,94,79,91,8,2,yes,no,Management,Web Services,Technical,Solutions Architect
65,73,75,65,75,93,86,9,6,yes,no,hacking,Service Based,Management,Database Developer
89,62,66,85,89,61,88,6,4,yes,yes,Computer Architecture,Finance,Management,Database Manager
94,72,94,90,84,79,75,3,3,yes,yes,IOT,Service Based,Technical,Information Security Analyst
74,63,66,83,94,93,91,6,6,yes,no,hacking,Finance,Technical,Systems Analyst
63,83,62,60,70,79,91,7,9,no,no,parallel computing,Testing and Maintainance Services,Technical,Software Systems Engineer
89,75,70,62,71,66,88,2,1,yes,yes,parallel computing,Finance,Management,Database Developer
90,64,83,84,78,83,61,6,2,no,yes,Management,Finance,Management,Data Architect
85,77,91,72,91,69,88,8,1,yes,yes,hacking,Web Services,Technical,Technical Services/Help Desk/Tech Support
73,63,88,91,84,94,85,3,4,yes,yes,parallel computing,Sales and Marketing,Technical,Systems Analyst
92,85,87,60,80,61,63,2,1,no,yes,programming,Finance,Management,Mobile Applications Developer
67,60,64,75,84,91,73,9,2,no,no,hacking,SAaS services,Management,Network Engineer
72,91,65,85,72,72,63,9,4,yes,no,hacking,Testing and Maintainance Services,Technical,Design & UX
91,64,77,60,67,84,66,1,2,yes,no,Software Engineering,Testing and Maintainance Services,Management,CRM Technical Developer
67,94,62,83,74,94,86,6,2,yes,yes,IOT,Product based,Technical,Mobile Applications Developer
72,86,61,72,63,83,64,3,2,no,yes,data engineering,Testing and Maintainance Services,Management,Database Developer
62,85,73,73,89,91,71,3,7,no,no,Computer Architecture,Product based,Management,Network Security Administrator
75,78,72,80,82,74,77,4,6,no,yes,hacking,Cloud Services,Technical,Data Architect
84,65,69,62,86,92,61,1,7,no,yes,IOT,Cloud Services,Technical,E-Commerce Analyst
74,66,76,91,70,78,89,8,9,no,yes,networks,Service Based,Technical,Information Technology Manager
66,86,80,79,76,92,62,1,9,yes,yes,cloud computing,SAaS services,Technical,Technical Engineer
79,72,73,89,60,82,93,8,7,yes,yes,programming,Sales and Marketing,Technical,Database Manager
63,89,81,67,89,79,91,1,6,no,yes,cloud computing,SAaS services,Technical,Business Systems Analyst
94,63,91,91,90,70,65,5,5,no,yes,cloud computing,Product based,Technical,Technical Services/Help Desk/Tech Support
61,89,84,91,80,70,87,7,4,no,no,Software Engineering,product development,Technical,Database Manager
81,89,61,69,70,63,61,7,2,yes,no,IOT,Cloud Services,Management,Systems Analyst
67,94,70,86,70,72,65,3,5,yes,no,Management,SAaS services,Technical,Business Intelligence Analyst
87,87,77,62,75,61,80,5,9,no,no,parallel computing,BPA,Technical,Database Manager
61,83,84,64,67,67,72,4,9,no,yes,programming,Web Services,Technical,Network Security Administrator
87,93,92,75,67,90,88,9,8,no,no,IOT,Product based,Technical,Project Manager
91,63,78,89,80,91,80,2,8,no,yes,data engineering,Service Based,Technical,Information Technology Manager
65,63,92,87,76,64,61,5,2,no,no,programming,Testing and Maintainance Services,Management,Software Developer
72,77,71,64,87,68,66,7,1,no,no,Management,Sales and Marketing,Technical,Technical Services/Help Desk/Tech Support
64,93,87,81,72,62,90,5,6,no,no,programming,product development,Technical,Business Systems Analyst
83,75,84,82,80,89,65,4,2,yes,no,networks,Product based,Technical,Solutions Architect
79,71,93,85,64,88,77,4,6,yes,no,parallel computing,BPA,Technical,Information Technology Auditor
62,72,94,88,82,76,65,7,6,no,no,Computer Architecture,Product based,Technical,Systems Security Administrator
69,79,87,62,85,86,92,3,6,yes,no,data engineering,Finance,Management,CRM Business Analyst
92,89,87,78,70,84,94,6,3,no,yes,parallel computing,product development,Technical,Web Developer
84,71,64,76,72,84,89,6,1,yes,yes,Software Engineering,Web Services,Technical,Project Manager
75,66,77,73,92,67,72,8,4,no,yes,Software Engineering,SAaS services,Management,Programmer Analyst
82,62,84,65,89,67,83,7,9,no,no,Computer Architecture,SAaS services,Technical,Database Manager
71,78,84,79,82,66,94,5,8,no,yes,Management,Finance,Management,Business Systems Analyst
69,85,60,61,60,67,67,9,5,yes,yes,networks,product development,Management,Applications Developer
71,74,82,91,76,80,73,6,6,no,no,Computer Architecture,Cloud Services,Technical,Database Administrator
78,76,77,87,66,67,89,3,9,yes,no,data engineering,Cloud Services,Management,Technical Support
68,64,68,80,62,75,73,5,5,no,no,hacking,Service Based,Technical,Technical Support
61,86,92,93,77,94,82,2,4,yes,yes,data engineering,BPA,Management,Data Architect
85,94,66,71,61,68,90,5,1,yes,yes,parallel computing,Service Based,Technical,Applications Developer
75,93,67,89,80,65,74,4,4,yes,yes,parallel computing,Service Based,Technical,Business Systems Analyst
85,89,89,89,87,94,81,4,7,yes,yes,parallel computing,Sales and Marketing,Management,Data Architect
61,76,80,66,80,72,74,7,9,no,yes,Software Engineering,Cloud Services,Technical,Software Developer
85,84,76,64,81,69,71,3,6,no,no,cloud computing,SAaS services,Management,Technical Engineer
91,73,63,82,69,77,91,1,8,no,no,Computer Architecture,BPA,Management,Business Intelligence Analyst
73,66,92,77,82,68,75,9,8,no,no,networks,Cloud Services,Technical,Technical Services/Help Desk/Tech Support
71,71,71,89,88,61,69,5,6,yes,no,parallel computing,Sales and Marketing,Management,UX Designer
72,84,66,91,77,70,87,8,9,yes,yes,IOT,SAaS services,Technical,Business Intelligence Analyst
93,88,74,79,90,89,78,5,9,yes,no,programming,product development,Management,Network Security Administrator
91,71,63,72,63,77,65,2,4,yes,yes,cloud computing,Cloud Services,Technical,Database Administrator
82,65,89,77,72,68,68,4,4,no,yes,IOT,product development,Management,E-Commerce Analyst
67,93,92,74,82,74,90,9,8,no,yes,Management,Finance,Management,Information Technology Manager
88,73,91,80,92,77,85,9,3,yes,yes,Management,Finance,Technical,Solutions Architect
85,90,77,87,66,84,67,6,8,no,no,Management,Product based,Management,Business Systems Analyst
87,93,78,66,74,79,94,5,4,no,no,networks,Web Services,Management,Software Quality Assurance (QA) / Testing
84,79,63,94,94,79,64,2,1,no,no,IOT,Testing and Maintainance Services,Management,Systems Analyst
85,81,64,82,94,91,66,4,9,yes,yes,IOT,product development,Management,Data Architect
92,82,66,94,74,61,66,3,3,yes,no,programming,Cloud Services,Management,Web Developer
71,65,92,86,77,65,82,8,3,yes,yes,Management,Finance,Technical,UX Designer
62,61,67,78,73,76,70,8,9,yes,yes,hacking,SAaS services,Management,E-Commerce Analyst
79,90,84,61,85,83,81,7,7,no,yes,hacking,Product based,Management,Software Developer
87,90,65,68,73,74,68,8,4,no,no,Computer Architecture,Testing and Maintainance Services,Technical,UX Designer
91,90,85,67,66,74,89,3,8,no,yes,data engineering,BPA,Technical,Quality Assurance Associate
76,70,79,77,62,69,91,9,5,no,yes,data engineering,Testing and Maintainance Services,Technical,Design & UX
63,79,92,67,83,90,71,5,6,no,no,parallel computing,Sales and Marketing,Management,Mobile Applications Developer
70,72,84,62,60,69,80,6,2,no,yes,data engineering,Service Based,Management,CRM Business Analyst
82,63,70,79,63,79,60,7,2,yes,no,Software Engineering,Sales and Marketing,Management,CRM Technical Developer
68,92,89,78,82,92,88,2,7,no,yes,Management,SAaS services,Management,Systems Analyst
60,77,75,67,82,73,65,3,8,yes,yes,Computer Architecture,Service Based,Technical,E-Commerce Analyst
88,73,93,62,68,73,92,5,1,yes,no,networks,Testing and Maintainance Services,Management,Network Engineer
62,79,76,75,79,63,84,4,8,no,yes,hacking,Finance,Technical,Design & UX
92,71,67,71,85,87,73,9,7,yes,yes,networks,Finance,Management,Portal Administrator
61,82,92,66,65,61,85,5,7,no,yes,data engineering,Sales and Marketing,Technical,Software Developer
64,81,69,92,89,62,68,7,2,no,no,IOT,Cloud Services,Technical,E-Commerce Analyst
80,74,70,62,64,66,60,9,9,no,yes,IOT,Cloud Services,Technical,Technical Support
69,88,60,71,81,67,83,4,3,yes,no,data engineering,Finance,Management,Business Systems Analyst
61,82,72,84,75,73,83,3,4,no,yes,parallel computing,Web Services,Technical,Mobile Applications Developer
88,69,80,67,87,62,76,9,4,no,yes,Management,product development,Technical,Network Security Administrator
70,90,77,63,82,87,61,3,7,yes,yes,programming,Cloud Services,Technical,E-Commerce Analyst
68,60,80,65,66,68,64,6,8,no,yes,IOT,Sales and Marketing,Management,Programmer Analyst
94,70,67,63,94,87,84,9,3,yes,no,cloud computing,Sales and Marketing,Management,Database Manager
63,69,79,64,73,77,88,7,3,yes,yes,programming,Cloud Services,Technical,UX Designer
68,94,93,85,69,76,72,2,7,yes,yes,data engineering,Finance,Technical,Quality Assurance Associate
67,82,79,89,83,60,90,8,3,yes,yes,Computer Architecture,Web Services,Management,Software Engineer
79,67,72,66,88,73,91,7,2,no,no,data engineering,Service Based,Management,Systems Analyst
75,75,69,74,92,62,88,8,7,no,no,programming,Finance,Management,Network Security Administrator
74,85,65,70,94,69,84,6,9,yes,yes,Computer Architecture,Finance,Technical,CRM Business Analyst
83,77,85,93,78,76,77,6,4,no,yes,IOT,Service Based,Management,Design & UX
76,60,62,67,60,91,61,7,5,yes,yes,parallel computing,product development,Technical,Information Technology Auditor
75,72,62,77,77,88,68,3,5,yes,no,IOT,Service Based,Management,Portal Administrator
65,89,90,81,70,93,90,3,7,no,yes,data engineering,Finance,Technical,Information Technology Auditor
71,79,80,66,62,90,89,4,9,yes,yes,hacking,SAaS services,Management,Portal Administrator
90,71,62,72,83,92,60,7,1,no,no,parallel computing,Product based,Technical,Information Technology Manager
64,63,68,88,70,74,89,6,2,no,no,IOT,Web Services,Technical,Design & UX
64,84,90,75,81,70,88,2,2,yes,no,networks,Product based,Management,Software Engineer
84,85,84,72,88,87,63,7,8,no,yes,parallel computing,BPA,Management,Business Systems Analyst
70,80,80,83,71,65,87,4,5,yes,yes,Computer Architecture,Testing and Maintainance Services,Technical,Information Security Analyst
63,74,61,85,68,84,68,6,7,yes,yes,data engineering,SAaS services,Technical,Portal Administrator
68,70,78,64,71,72,62,5,4,no,no,Management,Cloud Services,Management,Software Engineer
65,88,88,75,67,87,64,6,4,yes,no,parallel computing,BPA,Management,UX Designer
77,85,66,86,84,71,65,7,7,no,no,hacking,Testing and Maintainance Services,Management,Solutions Architect
87,62,68,78,89,64,90,1,3,yes,no,programming,product development,Technical,Technical Services/Help Desk/Tech Support
85,68,75,81,88,79,86,7,2,yes,yes,networks,SAaS services,Management,Information Technology Auditor
93,79,74,90,74,60,62,4,2,no,no,programming,Product based,Management,Database Administrator
68,62,89,76,79,84,88,1,9,no,yes,programming,Product based,Management,Network Security Administrator
79,75,65,65,63,87,73,7,2,yes,yes,networks,Service Based,Technical,Technical Support
91,73,89,91,68,64,75,7,1,no,no,programming,Product based,Technical,Database Manager
